Requirement ID,Domain,Title,Requirement,Priority,Phase,Preliminary Fit,Capability,Accountable Owner,Verification Method,Source Status,Implementation Status,Design Reference,Module Reference,Test Case,UAT Result,Release,Acceptance Notes,Decision / Comments
TRV-077-004,Travel Analytics,Travel trend and determination analytics,The travel workspace shall visualize monthly estimated cost and request volume plus determination mix by division with accessible labels and linked filters.,Must,1,Build,Travel Analytics,Portfolio Management Office,Test,Approved,Implemented,app/templates/travel.html,app/services/travel.py,tests/test_v077.py::test_v077_interactive_travel_map_and_fancy_analytics_render,Passed - automated,0.7.7,Charts use the same filtered request population as the tables and KPIs.,
TRV-077-005,Outcome Management,Travel outcome funnel and report compliance,"The travel workspace shall trace approved travel through completion, linked report, review, and promoted outcome stages and identify division report gaps.",Must,1,Build,Outcome Analytics,Division Chief,Test,Approved,Implemented,app/templates/travel.html,app/services/travel.py; app/main.py,tests/test_v077.py::test_v077_location_registry_normalizes_source_aliases_and_reports_coverage,Passed - automated,0.7.7,"Funnel and compliance counts reconcile to accessible requests, reports, and promoted report items.",
FIN-077-001,Financial Management,Portfolio Investment Flow Sankey,"The Portfolio Overview shall present approved investment as a flow through financial category, lead division, project, and actual-to-date or unspent-approved outcomes.",Must,1,Build,Investment Flow,Financial Manager,Test,Approved,Implemented,app/templates/dashboard.html,app/main.py; app/static/app.js,tests/test_v077.py::test_v077_dashboard_investment_flow_and_briefings_label_render,Passed - automated,0.7.7,The visualization is labeled Investment Flow because the local baseline is not an authoritative cash ledger.,
FIN-077-002,Financial Traceability,Reconciled flow and drill-through,"The investment-flow visualization shall conserve approved budget, expose its basis and reconciliation state, and provide drill-through to contributing financial and project records.",Must,1,Build,Financial Drill-through,Financial Manager,Test,Approved,Implemented,app/templates/dashboard.html; app/templates/financials.html,app/main.py,tests/test_v077.py::test_v077_sankey_drillthrough_financial_filters_render,Passed - automated,0.7.7,Approved equals actual-to-date capped to approved plus unspent approved; forecast variance remains a separate metric.,
UX-077-002,Accessibility,Accessible alternatives for advanced visuals,"Interactive map and flow visualizations shall support keyboard selection, descriptive labels, reduced dependence on color, and table or linked-list alternatives.",Must,1,Build,Accessible Visualization,Accessibility Lead,Test,Approved,Implemented,app/templates/dashboard.html; app/templates/travel.html,app/static/app.js; app/static/app.css,tests/test_v077.py::test_v077_interactive_travel_map_and_fancy_analytics_render,Passed - automated,0.7.7,Core navigation and source access remain available when JavaScript is unavailable.,
SEC-077-001,Security,Local visualization assets and scoped aggregates,"Travel map and portfolio flow visualizations shall use local assets and shall not send destination, financial, or user data to external map, chart, geocoding, or CDN services.",Must,1,Build,Visualization Security,Security Reviewer,Test,Approved,Implemented,app/static/maps/world-outline.svg; app/templates/base.html,app/main.py; app/static/app.js,tests/test_v077.py::test_v077_dashboard_investment_flow_and_briefings_label_render,Passed - automated,0.7.7,The existing self-only CSP remains compatible with the release.,
UX-079-001,Navigation,Simplified primary navigation,"The application shall present approximately nine primary navigation destinations per role, with less-frequent workspaces and administration functions in collapsible groups, without removing any authorized capability.",Must,1,Build,Navigation,Portfolio Management Office,Test,Approved,Implemented,docs/UPGRADE_0.7.9.md,app/templates/base.html; app/static/app.js,tests/test_v079.py::test_v079_simplified_navigation_and_collapsible_groups,Passed - automated,0.7.9,Group open state persists per user and auto-expands for active routes.,
UX-079-002,Navigation,Contextual shortcut strip,"The top strip shall provide contextual shortcuts (Home, My Work with open count, top role actions, Notifications) instead of duplicating the sidebar hierarchy.",Must,1,Build,Navigation,Portfolio Management Office,Test,Approved,Implemented,docs/UPGRADE_0.7.9.md,app/templates/base.html,tests/test_v079.py::test_v079_simplified_navigation_and_collapsible_groups,Passed - automated,0.7.9,Replaces the duplicated primary top tabs.,
UX-079-003,My Work,Unified Action Center,"My Work shall present one prioritized queue grouped by attention level (Critical now, Awaiting me, Due soon, Needs update, Watching, Recently completed) with per-item rationale, parent, priority, due date, status, and one primary action; empty groups shall collapse and an all-clear state shall replace empty panels.",Must,1,Build,My Work,Portfolio Management Office,Test,Approved,Implemented,docs/UPGRADE_0.7.9.md,app/main.py; app/templates/my_work.html,tests/test_v079.py::test_v079_my_work_action_center_groups_and_empty_collapse,Passed - automated,0.7.9,"Briefing questions, change requests, travel follow-ups, stale status, and health deterioration feed the same queue.",
UX-079-004,My Work,Governed quick actions,"Users shall update task percent complete, complete tasks, record blockers, and close actions inline from My Work; quick actions shall enforce CSRF, restrict to the owner or managing project manager, and record audit evidence with before and after values.",Must,1,Build,My Work,Portfolio Management Office,Test,Approved,Implemented,docs/UPGRADE_0.7.9.md,app/main.py,tests/test_v079.py::test_v079_quick_task_update_owner_permission_and_audit; tests/test_v079.py::test_v079_quick_task_update_rejected_for_non_owner,Passed - automated,0.7.9,Immediate-save pattern only; explicit-submission workflows unchanged.,
UX-079-005,Dashboard,Decision-first Portfolio Overview,"The Portfolio Overview shall present Decisions Required and Significant Changes before health and investment content, and shall relocate the Investment Flow diagram to an Investment analysis section.",Must,1,Build,Dashboard,Portfolio Management Office,Test,Approved,Implemented,docs/UPGRADE_0.7.9.md,app/main.py; app/templates/dashboard.html,tests/test_v079.py::test_v079_dashboard_is_decision_first_with_explainable_health,Passed - automated,0.7.9,"Changes feed covers health deterioration, critical risks, forecast breach, milestone slippage, and stale status.",
UX-079-006,Dashboard,Explainable health rollup,"The Portfolio Health indicator shall provide a View calculation control showing the formula, status counts, effective-health precedence per contributing project, and data freshness.",Must,1,Build,Dashboard,Portfolio Management Office,Test,Approved,Implemented,docs/UPGRADE_0.7.9.md,app/main.py; app/templates/dashboard.html,tests/test_v079.py::test_v079_dashboard_is_decision_first_with_explainable_health,Passed - automated,0.7.9,"Distinguishes calculated, owner-reported, and leadership-override health.",
TRV-079-007,Travel,Focused Travel workspaces,"The Travel area shall be decomposed into Overview, Requests, Trip Reports, Reconciliation, and Engagement Outcomes views with server-side pagination limited to 25 rows per page and filter preservation across views.",Must,1,Build,Travel,Portfolio Management Office,Test,Approved,Implemented,docs/UPGRADE_0.7.9.md,app/main.py; app/templates/travel.html,tests/test_v079.py::test_v079_travel_split_into_focused_views_with_pagination,Passed - automated,0.7.9,Initial page loads no longer render hundreds of records.,
UX-079-008,Guidance,"Adaptive guidance, onboarding, and glossary","The application shall compact role guidance for returning users, collapse page guides after first visit, provide a role-specific restartable first-login checklist, and provide a searchable help and glossary drawer with meaning, importance, owner, and authoritative source per term.",Must,1,Build,Guidance,Portfolio Management Office,Test,Approved,Implemented,docs/UPGRADE_0.7.9.md,app/templates/base.html; app/templates/dashboard.html; app/static/app.js,tests/test_v079.py::test_v079_adaptive_shell_and_help_glossary,Passed - automated,0.7.9,Preferences persist per browser; reopen via topbar Help.,
OPS-079-009,Telemetry,Adoption measurement hooks,"The application shall record privacy-conscious UX adoption events locally with no network calls, no identifiers, and no record content, structured for later connection of approved analytics tooling.",Must,1,Build,Telemetry,Portfolio Management Office,Test,Approved,Implemented,docs/UPGRADE_0.7.9.md,app/static/app.js,tests/test_v079.py::test_v079_reduced_motion_and_mobile_rules_present,Passed - automated,0.7.9,200-event local ring buffer; drain via window.jsj6Telemetry.drain().,
